event_id,timestamp,event_type,severity,source_system,action_taken,username,source_ip,destination_ip,risk_score,status,details,date,hour
EVT-000119,2025-12-07T03:22:51.982152,suspicious_activity,medium,endpoint_protection,allowed,user_7337,192.168.30.7,49.69.106.146,58,false_positive,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 323727}",2025-12-07,3
EVT-000120,2025-12-09T06:18:23.982152,login_failure,critical,dlp_system,allowed,user_5816,192.168.227.156,220.100.115.246,93,investigating,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 96468}",2025-12-09,6
EVT-000121,2025-12-11T08:12:09.982152,suspicious_activity,critical,endpoint_protection,quarantined,user_2559,192.168.189.58,109.40.250.112,97,false_positive,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 117120}",2025-12-11,8
,2025-12-12T03:09:36.982152,data_exfiltration_attempt,low,database_audit,allowed,user_2606,207.112.115.33,79.178.186.34,21,false_positive,"{""protocol"": ""UDP"", ""port"": 22, ""bytes_transferred"": 943634}",2025-12-12,3
EVT-000123,2025-12-05T15:29:01.982152,network_connection,high,endpoint_protection,alerted,user_3822,192.168.16.29,157.76.154.186,72,open,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 25945}",2025-12-05,15
EVT-000124,2025-12-10T23:20:45.982152,login_failure,medium,dlp_system,logged,user_7583,192.168.228.118,89.25.53.67,58,resolved,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 534016}",2025-12-10,23
EVT-000125,2025-12-10T05:42:23.982152,login_success,medium,email_gateway,quarantined,user_3382,192.168.189.184,27.248.19.26,46,resolved,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 840641}",2025-12-10,5
EVT-000126,2025-12-06T19:53:47.982152,ids_alert,high,network_monitor,allowed,user_3745,192.168.186.155,217.142.189.61,83,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 382096}",2025-12-06,19
EVT-000127,2025-12-06T11:04:40.982152,suspicious_activity,critical,authentication_server,quarantined,user_9218,192.168.15.76,162.29.218.234,94,resolved,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 795464}",2025-12-06,11
EVT-000128,2025-12-12T05:45:07.982152,privilege_escalation,medium,endpoint_protection,alerted,user_9793,192.168.149.63,16.91.80.5,68,investigating,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 105836}",2025-12-12,5
EVT-000129,2025-12-11T20:01:35.982152,login_attempt,high,database_audit,logged,user_7647,192.168.51.16,27.195.92.136,76,false_positive,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 707653}",2025-12-11,20
EVT-000130,2025-12-09T03:12:54.982152,network_connection,low,authentication_server,quarantined,user_8915,119.140.122.247,117.112.223.82,32,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 813592}",2025-12-09,3
EVT-000131,2025-12-09T11:31:30.982152,suspicious_activity,critical,web_gateway,alerted,user_7821,192.168.145.189,23.80.167.61,94,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 348092}",2025-12-09,11
EVT-000132,2025-12-09T21:00:20.982152,data_exfiltration_attempt,medium,network_monitor,logged,user_3682,192.168.57.221,218.58.125.219,50,open,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 65459}",2025-12-09,21
EVT-000133,2025-12-07T05:04:54.982152,file_access,info,authentication_server,quarantined,user_6045,192.168.14.226,212.204.81.7,40,investigating,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 800677}",2025-12-07,5
EVT-000134,2025-12-09T11:35:57.982152,vulnerability_scan,low,ids,allowed,user_5085,192.168.94.230,96.94.202.23,11,investigating,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 646650}",2025-12-09,11
EVT-000135,2025-12-12T05:09:30.982152,network_connection,low,email_gateway,alerted,normandavid@example.org,32.18.200.230,80.177.128.172,15,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 537745}",2025-12-12,5
EVT-000136,2025-12-09T18:15:24.982152,login_success,high,firewall,allowed,user_1382,192.168.159.15,145.184.143.225,79,resolved,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 530652}",2025-12-09,18
EVT-000137,2025-12-08T20:56:16.982152,suspicious_activity,medium,web_gateway,logged,user_7613,192.168.141.198,201.61.253.138,54,open,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 879717}",2025-12-08,20
EVT-000138,2025-12-06T05:32:15.982152,vulnerability_scan,high,database_audit,blocked,user_3498,192.168.34.44,57.17.166.111,81,false_positive,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 963250}",2025-12-06,5
EVT-000139,2025-12-05T15:06:28.982152,vulnerability_scan,medium,firewall,alerted,carpenterbrianna@example.com,192.168.82.251,143.21.99.221,65,resolved,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 899132}",2025-12-05,15
EVT-000140,2025-12-08T11:03:55.982152,vulnerability_scan,info,endpoint_protection,allowed,user_4701,192.168.55.174,121.94.162.29,0,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 839548}",2025-12-08,11
EVT-000141,2025-12-11T03:44:39.982152,login_failure,low,network_monitor,quarantined,user_2469,209.242.87.84,10.65.85.41,38,open,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 329295}",2025-12-11,3
EVT-000142,2025-12-08T19:38:32.982152,vulnerability_scan,info,authentication_server,quarantined,user_2177,192.168.99.165,12.74.35.95,6,open,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 328210}",2025-12-08,19
EVT-000143,2025-12-09T02:38:01.982152,data_exfiltration_attempt,high,email_gateway,quarantined,user_3402,27.120.107.23,73.11.208.20,71,resolved,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 147410}",2025-12-09,2
EVT-000144,2025-12-08T12:23:11.982152,firewall_block,low,email_gateway,blocked,user_1272,209.109.158.192,162.58.220.119,22,investigating,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 457634}",2025-12-08,12
EVT-000145,2025-12-12T05:54:43.982152,suspicious_activity,high,email_gateway,blocked,user_5570,192.168.166.178,73.54.134.204,85,investigating,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 253678}",2025-12-12,5
EVT-000146,2025-12-09T02:44:15.982152,firewall_block,high,database_audit,logged,user_2361,154.239.36.218,,73,open,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 161803}",2025-12-09,2
EVT-000147,2025-12-11T07:48:49.982152,file_access,medium,endpoint_protection,quarantined,user_9166,73.225.220.91,137.59.255.233,42,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 679413}",2025-12-11,7
EVT-000148,2025-12-11T07:13:18.982152,login_failure,medium,firewall,blocked,user_6207,165.179.251.11,180.253.150.137,57,resolved,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 390034}",2025-12-11,7
EVT-000149,2025-12-06T01:07:38.982152,vulnerability_scan,info,firewall,logged,user_9764,192.168.122.176,86.173.79.131,8,resolved,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 578025}",2025-12-06,1
EVT-000150,2025-12-05T16:36:51.982152,login_failure,low,email_gateway,blocked,user_8247,192.168.173.168,87.24.54.85,16,,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 210287}",2025-12-05,16
EVT-000151,2025-12-08T18:56:51.982152,login_success,critical,email_gateway,logged,user_8895,175.45.155.91,98.166.255.160,100,false_positive,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 139974}",2025-12-08,18
EVT-000152,2025-12-11T16:22:10.982152,login_attempt,info,ids,logged,user_9987,138.102.108.191,114.182.155.159,7,resolved,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 551440}",2025-12-11,16
EVT-000153,2025-12-07T06:34:07.982152,ids_alert,medium,network_monitor,allowed,patrickwallace@example.com,20.241.151.234,3.2.237.90,50,open,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 509254}",2025-12-07,6
EVT-000154,2025-12-09T14:12:47.982152,suspicious_activity,low,web_gateway,allowed,keith08@example.net,192.168.167.185,57.171.142.3,26,false_positive,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 549462}",2025-12-09,14
EVT-000155,2025-12-12T05:32:04.982152,ids_alert,info,network_monitor,alerted,user_8304,192.168.181.217,7.3.132.96,8,false_positive,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 733840}",2025-12-12,5
EVT-000156,2025-12-06T00:06:27.982152,data_exfiltration_attempt,high,network_monitor,quarantined,user_4588,192.168.146.44,70.249.160.253,89,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 419460}",2025-12-06,0
EVT-000157,2025-12-10T01:53:23.982152,network_connection,medium,endpoint_protection,logged,user_8267,192.168.233.170,138.222.210.98,50,false_positive,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 669078}",2025-12-10,1
EVT-000158,2025-12-06T12:02:54.982152,vulnerability_scan,critical,firewall,allowed,user_4378,192.168.22.187,,100,resolved,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 136889}",2025-12-06,12
EVT-000159,2025-12-08T23:48:55.982152,network_connection,medium,ids,blocked,user_5054,192.168.98.184,21.233.69.146,44,false_positive,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 396785}",2025-12-08,23
EVT-000160,2025-12-09T17:02:13.982152,login_attempt,info,authentication_server,logged,batesbrenda@example.org,130.232.126.38,19.223.202.4,9,investigating,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 904250}",2025-12-09,17
EVT-000161,2025-12-08T03:55:47.982152,suspicious_activity,medium,email_gateway,blocked,user_7289,192.168.195.93,50.71.104.223,62,investigating,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 84041}",2025-12-08,3
EVT-000162,2025-12-10T17:03:25.982152,privilege_escalation,high,dlp_system,logged,user_2839,192.168.93.211,78.105.29.25,79,open,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 248151}",2025-12-10,17
EVT-000163,2025-12-10T18:17:27.982152,login_success,low,network_monitor,blocked,user_5129,192.168.190.183,,21,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 232287}",2025-12-10,18
EVT-000164,2025-12-07T08:08:37.982152,malware_detected,high,network_monitor,quarantined,user_5162,211.34.5.195,49.210.91.192,85,false_positive,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 245730}",2025-12-07,8
EVT-000165,2025-12-07T03:06:56.982152,network_connection,critical,firewall,blocked,user_6299,26.12.129.74,144.218.128.213,99,resolved,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 459896}",2025-12-07,3
EVT-000166,2025-12-10T05:16:15.982152,suspicious_activity,high,firewall,blocked,user_4376,192.168.210.166,100.227.248.97,79,resolved,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 750371}",2025-12-10,5
,2025-12-11T12:53:17.982152,malware_detected,info,database_audit,allowed,user_9338,155.186.214.145,31.136.74.127,4,resolved,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 596107}",2025-12-11,12
EVT-000168,2025-12-11T16:06:31.982152,firewall_block,critical,dlp_system,logged,user_8933,192.168.122.89,197.229.213.31,96,false_positive,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 898327}",2025-12-11,16
,2025-12-07T13:51:26.982152,vulnerability_scan,high,authentication_server,quarantined,user_7574,192.168.173.186,,72,resolved,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 612507}",2025-12-07,13
EVT-000170,2025-12-08T00:32:23.982152,login_success,medium,authentication_server,alerted,user_2767,130.242.68.231,44.35.135.198,41,investigating,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 597241}",2025-12-08,0
EVT-000171,2025-12-10T08:00:07.982152,login_attempt,medium,firewall,alerted,user_1841,192.168.205.96,198.57.59.124,64,investigating,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 396128}",2025-12-10,8
EVT-000172,2025-12-07T20:31:31.982152,login_attempt,info,dlp_system,logged,user_4070,192.168.211.104,214.173.72.90,2,resolved,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 715472}",2025-12-07,20
EVT-000173,2025-12-08T17:26:41.982152,firewall_block,medium,ids,logged,user_9919,192.168.116.6,106.206.73.232,68,investigating,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 288311}",2025-12-08,17
EVT-000174,2025-12-09T07:17:11.982152,data_exfiltration_attempt,low,database_audit,alerted,user_2762,192.168.153.138,134.134.213.195,35,resolved,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 763698}",2025-12-09,7
EVT-000175,2025-12-09T16:06:53.982152,file_access,info,endpoint_protection,alerted,user_6970,192.168.243.48,67.193.176.234,8,investigating,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 854407}",2025-12-09,16
EVT-000176,2025-12-06T01:26:25.982152,network_connection,high,email_gateway,alerted,user_7997,192.168.149.188,122.99.128.20,79,false_positive,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 490806}",2025-12-06,1
EVT-000177,2025-12-10T14:54:32.982152,privilege_escalation,low,firewall,alerted,user_8651,192.168.145.232,202.6.164.82,22,false_positive,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 807452}",2025-12-10,14
EVT-000178,2025-12-09T13:44:22.982152,file_access,critical,endpoint_protection,allowed,user_6301,192.168.51.186,23.49.50.78,93,resolved,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 975103}",2025-12-09,13
EVT-000179,2025-12-08T02:13:12.982152,malware_detected,info,dlp_system,quarantined,user_8452,192.168.166.105,37.246.4.140,9,open,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 119160}",2025-12-08,2
EVT-000180,2025-12-05T18:41:09.982152,data_exfiltration_attempt,critical,web_gateway,alerted,user_3260,192.168.224.1,90.93.68.133,93,resolved,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 301863}",2025-12-05,18
EVT-000181,2025-12-12T11:01:12.982152,network_connection,low,authentication_server,alerted,user_4819,192.168.42.7,92.100.68.172,15,resolved,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 661759}",2025-12-12,11
EVT-000182,2025-12-07T23:38:44.982152,login_success,low,firewall,logged,user_3643,73.251.196.245,31.6.164.29,39,resolved,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 611934}",2025-12-07,23
EVT-000183,2025-12-07T22:13:18.982152,login_attempt,low,ids,allowed,user_4622,201.128.73.226,169.105.43.106,29,open,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 659906}",2025-12-07,22
EVT-000184,2025-12-09T21:42:05.982152,malware_detected,info,network_monitor,quarantined,user_8951,192.168.69.45,169.237.215.157,8,investigating,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 499869}",2025-12-09,21
EVT-000185,2025-12-08T20:01:45.982152,file_access,medium,email_gateway,blocked,jane36@example.org,192.168.243.169,19.202.188.148,48,resolved,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 288495}",2025-12-08,20
EVT-000186,2025-12-08T18:55:03.982152,login_attempt,low,database_audit,logged,user_6134,192.168.138.4,203.250.93.85,13,resolved,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 834545}",2025-12-08,18
EVT-000187,2025-12-08T04:41:38.982152,firewall_block,medium,endpoint_protection,logged,user_6633,192.168.11.214,219.198.78.15,64,investigating,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 613884}",2025-12-08,4
EVT-000188,2025-12-09T20:11:53.982152,login_attempt,low,database_audit,blocked,user_3560,36.219.220.85,,29,false_positive,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 185579}",2025-12-09,20
EVT-000189,2025-12-10T13:22:04.982152,suspicious_activity,critical,authentication_server,logged,user_3933,211.84.61.241,197.75.49.245,94,investigating,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 54667}",2025-12-10,13
EVT-000190,2025-12-08T20:49:17.982152,malware_detected,info,database_audit,allowed,user_5238,192.168.11.157,197.250.84.88,9,resolved,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 459787}",2025-12-08,20
EVT-000191,2025-12-06T14:14:20.982152,file_access,medium,database_audit,blocked,user_3733,192.168.130.241,143.91.3.241,50,investigating,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 21909}",2025-12-06,14
EVT-000192,2025-12-12T10:06:34.982152,firewall_block,low,email_gateway,quarantined,user_5339,192.168.64.11,189.174.173.111,31,open,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 345984}",2025-12-12,10
EVT-000193,2025-12-08T22:41:09.982152,vulnerability_scan,critical,firewall,logged,user_8063,74.238.226.31,38.249.32.183,93,investigating,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 222129}",2025-12-08,22
EVT-000194,2025-12-10T20:44:10.982152,vulnerability_scan,critical,web_gateway,blocked,user_8832,192.168.185.236,99.67.45.237,98,investigating,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 23768}",2025-12-10,20
EVT-000195,2025-12-06T19:56:35.982152,login_success,info,endpoint_protection,blocked,user_2620,222.76.144.72,53.50.94.179,5,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 870183}",2025-12-06,19
EVT-000196,2025-12-11T12:42:03.982152,login_success,info,endpoint_protection,allowed,user_1040,192.168.16.238,1.215.33.238,9,open,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 747212}",2025-12-11,12
EVT-000197,2025-12-09T23:17:51.982152,network_connection,info,authentication_server,quarantined,user_4799,192.168.14.99,125.161.224.78,9,false_positive,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 151404}",2025-12-09,23
EVT-000198,2025-12-06T17:04:26.982152,firewall_block,critical,dlp_system,blocked,user_3771,70.53.210.218,32.190.129.127,98,investigating,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 353647}",2025-12-06,17
EVT-000199,2025-12-09T05:43:45.982152,privilege_escalation,low,dlp_system,blocked,user_5321,192.168.18.94,35.32.62.7,32,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 880218}",2025-12-09,5
EVT-000200,2025-12-10T11:03:22.982152,privilege_escalation,critical,email_gateway,quarantined,user_1685,179.83.135.212,167.38.219.196,100,investigating,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 224736}",2025-12-10,11
EVT-000201,2025-12-09T13:53:11.982152,login_success,critical,ids,logged,user_9706,160.171.115.228,,91,false_positive,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 279446}",2025-12-09,13
EVT-000202,2026-04-21T14:50:04.058864,malware_detected,low,firewall,blocked,user_6347,73.230.11.99,30.7.11.135,22,open,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 863340}",2026-04-21,14
